,f1,f2,f3,q00,q10,q11c,q11s,q20,q21c,q21s,q22c,q22s,q30,q31c,q31s,q32c,q32s,q33c,q33s,q40,q41c,q41s,q42c,q42s,q43c,q43s,q44c,q44s,iqa
0,1.616963022210368,1.7169801391501756,2.106531780913996,-1.2916677642,-2.0734842208450233e-05,-0.13504951382948455,-0.24743012898483782,-0.5097817795814272,4.841590638429124e-06,3.562596427640339e-06,0.23550704598231711,-0.3801334974359042,-4.666959121982228e-05,-0.27071052382320576,-0.5044152499694539,-9.090221362250081e-05,0.000277789058038279,1.1699366059085534,0.01597192207526283,2.3061657625456,-0.0007902891544874144,-0.0001447506816027183,-0.7666433029611704,1.418594974684018,-1.9115315713225287e-05,0.0003078746730359152,0.9880816644891622,1.889182577012067,-75.483131072
1,2.2927445012455863,1.9952769005395277,1.4599745364814953,-0.91103337252,-3.609791165898324e-06,-0.23706651377837962,-0.2135027946990694,-0.7778844866581909,-2.8755797206161902e-05,-2.2671211816487195e-05,0.012819540817134996,-0.06982986890017975,0.0001422189528390641,-0.803198908983796,-0.7672060378164981,3.8874700634055284e-05,-0.00019545008825060686,0.5966921082181466,-0.8196944844418995,1.9774411154415656,0.0004930787804733957,0.0006918589166350814,0.1506283721182862,-0.3021222173202311,0.0010667646135600433,-0.0005410308600497171,4.440804789129485,-0.9553006851820351,-75.44497336
2,1.8768963528713782,1.8877857855487428,1.5831209340077512,-1.0561834928,-3.223117698708533e-06,-0.22912961164107998,-0.22965893656027145,-0.7277703743047174,5.114795099922752e-06,-1.2361853068849647e-05,-0.0013699640232734686,-0.19400550824427817,9.942452237017563e-06,-0.7483132694947928,-0.7589867076403672,3.555010769712139e-05,-2.9098424918105345e-05,0.8047404700293904,-0.7811196657012529,2.222282594099333,0.0002343117034870935,9.579762960240997e-07,-0.005597644599384027,-0.01337906213999964,0.0002599332164901595,-5.559468234907855e-05,4.421388253653292,0.10370200618584627,-75.481489236
3,1.8215725126136177,1.5739974726494603,1.6641337606436784,-1.1835198694,1.3499958770674114e-05,-0.21809074018771835,-0.2558534606622806,-0.6584553014743549,6.5012692962892155e-06,7.088544226847469e-05,0.05857124804884705,-0.24762094955318162,-0.00017790468553990219,-0.6643252256709291,-0.6767557174008462,-0.00029501161078384394,5.017249697879377e-05,0.9024936283169901,-0.5749769350644055,2.255266664169896,-0.0001578824080550484,-0.0010219279646606395,-0.05443690971519889,0.2204533054212103,-0.0005209647248023583,-0.0007588458965769491,3.901091983925469,0.8437354599964835,-75.474453811
4,2.031804052031453,2.518683146161058,1.4308417261744317,-0.85826580395,-1.0281532232776953e-05,-0.24081451335966603,-0.2101733075585156,-0.7798504455240709,-5.1379558383795294e-05,-3.261380463967411e-05,-0.027084845859084914,-0.025190115005138035,0.00018671398666442461,-0.8641669643208646,-0.6578969046712461,-0.00014319153939750247,-0.0002664383530278268,0.5354737209768482,-0.7966236111673916,1.8643723797661735,0.0009535573274571498,0.0006305370531395106,-0.35046334961355413,-0.27855045041811644,0.00022021815549565205,-0.0013522592712123813,4.2893221670428305,-1.2527617093084307,-75.422065546
5,1.8940227928408373,1.9585840944941908,1.6123693283941525,-1.0313205138,9.152979364925647e-06,-0.22046149799554707,-0.21910704340464707,-0.740298571044964,-9.844492663330302e-06,2.392495836441665e-05,-0.008548744863772228,-0.21523385181007143,6.898043964445925e-05,-0.7309712041552227,-0.7646798518041845,-4.756975500214556e-05,5.392088264368392e-05,0.8783314376690813,-0.8001633149548424,2.2012152447439575,-8.016049514311534e-05,0.00015029259398169538,-0.038511684774649606,0.05264529470998748,-0.00011503526983593489,0.0003149043785562896,4.412005066844949,0.3350455445375747,-75.477992392
6,1.9531611032176759,2.0968609104788984,1.361343558046951,-0.95286922541,-3.3714635618714572e-06,-0.2629131886338054,-0.20795456983369912,-0.7709634312054479,-6.877309185144865e-06,-2.056470638958888e-06,-0.01920558554919709,0.013405061419691028,-2.1300042790411977e-05,-0.9132354456351459,-0.728465328061521,7.803225967163658e-06,-9.544188016460843e-06,0.3605792451389806,-0.7493160467336633,2.0126127874656268,-5.2000665722129905e-05,-1.950758091413653e-05,-0.18601584040910993,-0.4538594772765948,-4.554346777051114e-06,0.00010539541405546097,4.117959465817054,-1.8440517335262563,-75.461136486
7,1.9864929385523307,1.8540843495182924,2.2587733770479352,-1.1810821932,7.433628304409634e-06,-0.08226262358304173,-0.2252480847836787,-0.5473235801441336,-1.9278181061414587e-05,2.2906265508609687e-05,0.3693802086502026,-0.4072639989253847,1.1180661246168455e-05,-0.246519874391346,-0.47273703409899825,-2.5183442463308996e-05,-5.3986471187938196e-05,1.2584108314599207,0.3296622072890223,2.4049847251639425,4.506892666385796e-05,4.664393721241251e-05,-1.2824205347380015,1.53496098271123,-0.00014523315970052118,0.00013088091830285216,0.26622474453773054,1.5767775507186914,-75.487990439
8,1.903239699779159,1.9038601816504233,1.5240686572076771,-1.0346406884,-1.3112680795693277e-06,-0.23679574567531547,-0.2258701367821307,-0.7414222981054303,8.256979364793668e-06,1.7232679449476842e-06,-0.007001078896909176,-0.14557531389975176,-6.982233028129969e-05,-0.7973142437681702,-0.7608997842199027,2.8673284471561173e-05,5.7176976013047126e-05,0.6896485985054991,-0.7941195861163672,2.182949363293688,-0.00022990758068703267,-0.00029537252431577457,-0.007599280231985475,-0.15723578264639218,-0.0002930762314655495,0.00023269476564394823,4.454979002713587,-0.417831123862049,-75.478804064
9,2.1256307436632644,2.3544739555704837,1.7879350992956937,-0.90484927361,2.6073344462640424e-07,-0.16969991607968138,-0.2120885303200845,-0.7652997482046149,9.665333777149745e-06,-5.596783203645151e-06,0.06876352920518033,-0.31714584166058146,6.014319756053599e-06,-0.6132710127070294,-0.6992387501226562,-1.5572116822962044e-06,-4.4631618173571567e-07,1.2839815510179988,-0.6401314064031861,2.0150249245658296,4.5987072844325114e-05,-7.186691026950717e-05,-0.20060601881696574,0.349082225810435,-2.193832230590233e-05,7.773498742655719e-06,3.84275634348292,1.6481389280979464,-75.436216559
10,2.082500779990588,2.3513325613670775,1.5045277205092153,-0.88223853879,1.6584058967761273e-06,-0.22539165561330182,-0.2129165758093501,-0.7834304578521771,3.2559315269645794e-06,2.1290517515170476e-06,-0.016040310896905628,-0.09699946561157308,7.789543062673189e-06,-0.8151104526423676,-0.7074851661642239,9.345405164615684e-06,-6.522356225636834e-06,0.6969822592453792,-0.8474812336622579,1.9355799031263803,-8.229247575537575e-05,-0.00010723363401117328,-0.17978182776209004,-0.1833423127247063,-2.486346589116399e-05,-5.726373029231172e-05,4.495246355664402,-0.6468059647811644,-75.434875585
11,1.8823613178599181,2.472832553256675,1.8979066890334264,-0.97306147119,7.117414883808413e-06,-0.17451874551880947,-0.20840185486535628,-0.7137722291504687,4.585553949630196e-06,2.360194884346636e-05,0.092285569349174,-0.383155319044204,9.362960059037094e-06,-0.5450069896432261,-0.6374237769659999,-1.9916671946046863e-05,0.00014679971335267397,1.362968675845241,-0.4619002796863281,2.117296502112142,-0.0002993848913666237,-0.00032460934144878565,-0.468992453167846,0.578728318763996,-0.0003969097451157396,0.0007243488354214081,3.2423848071619528,1.9973465861526882,-75.442336523
12,1.873578226143442,2.110110104652622,1.9951480964540305,-1.0698452593,-4.90690021553563e-06,-0.1610353930722439,-0.20827110306374313,-0.6714820220901223,-1.6741468730479945e-05,-5.447383413491359e-06,0.15891350398322118,-0.4402911509605802,4.599779430540414e-05,-0.4250796049386122,-0.6587154763309592,-2.5445736708850812e-05,4.527936536642553e-05,1.457566406838516,-0.2577308978701852,2.2934000739308424,0.00010598628817711875,-0.00022343388982709071,-0.5031663880926086,0.966492405535738,-0.00011348449602000145,0.0004984791450342481,2.3862807970065596,2.4511045870816353,-75.474969255
13,1.7295262150784376,1.6332258532972639,1.9776981099755908,-1.2563827997,-4.041588390915618e-06,-0.1672335577153274,-0.2523485922776311,-0.5598431000165257,3.26260718248107e-05,-3.455419190764737e-05,0.1622619621161389,-0.37785580017365705,0.00010653983404813536,-0.39260365061659663,-0.5705698145559246,0.00026553476936208434,0.0001847081717360638,1.2069277548078814,-0.1983586981948166,2.322038049250781,-4.9125265358474975e-05,0.000548585479499446,-0.5233398424219892,1.0879352650263003,0.00012192360894267243,0.001634857088822316,2.02970911621908,2.150436062081419,-75.483729361
