f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,iqa
2.803911039488234,2.0648174550848886,1.8657709793073949,2.2925731707200794,2.152540795215669,-2.1811753182798665,2.1938571094804793,0.10734042731636186,-2.407498716386854,3.8566695674259073,2.010567895272332,0.14003318669093148,-38.058734193
2.830398548451894,2.1382266313733247,2.1676177520931392,2.1042890548409456,2.543227675474989,-1.91616106383461,2.2258045297379088,0.6258407586816447,-1.4826190511921131,4.03721683813233,1.7412729490600423,0.3904548587102345,-38.060985198
2.793358787344922,2.0404698491329967,2.2994842837222564,1.9483814784028541,2.261881552813565,-1.9332327178987083,2.304200069379037,0.3273659525619669,-1.8448346353604077,3.8497252166703997,2.0099736675185347,-0.05529240374577715,-38.041040325
2.680963682476526,2.0966015290505085,2.0723350052446223,2.159087684159008,2.951242814123055,-2.7061297131982123,2.012670891028801,0.9806711254674682,-2.3740028196864764,3.6187580029630815,2.0756271780045545,-0.06605140188789992,-38.034488299
2.7611793970284904,2.0532481436729744,1.8065952059488026,1.9801592785047653,2.518250708437572,-2.23906449495451,2.084962087551535,0.5730504835966657,-2.164616873418033,3.1949239615444256,1.383850380953933,0.5615104637909243,-38.042311844
2.6413110277791985,2.148881996883858,2.1311731280525894,2.029807071542852,2.1336203381672068,-1.8749617789999566,2.1651057052402707,0.30474436937211624,-2.4447212058645613,3.7199977285376873,1.881522123606049,0.35959131565222835,-38.047929871
2.690327245411793,2.018158791910624,1.9950012817771914,1.9138008889590208,2.289660353926805,-2.21753605642113,2.030974790915847,0.41572316474951515,-1.9693729980351515,3.7536451953241885,1.550386229641431,0.5156414520887547,-38.035381762
2.6388279821169838,2.249358513655137,1.8493457269464189,2.153398761857603,2.7814502334505997,-2.6860708553059203,2.103184848929694,0.8542143530647229,-2.2671387410628014,3.839449958708008,1.9820342771038442,0.19317882044584078,-38.043292709
2.892153255550259,1.9703524025127364,1.9921727062135122,2.084595568773502,2.633875340524894,-2.1394308686376724,2.1741792139369456,0.9471968260483087,-2.1194476805165476,3.8028191954249646,1.3431458848581959,0.4502379839231937,-38.051152122
2.685228800879896,2.1773319523141574,2.248095254353237,1.9800861963981338,2.655621995506537,-2.1879629011992656,2.004489896259861,0.9135068810659757,-2.1647381426151298,3.661034672947726,1.6357976853482312,0.5275630204137303,-38.036016229
2.5157049207003257,1.9824974786188987,1.6685768503762144,2.2927642812633824,2.4966869076057603,-2.1407560039538245,2.033192208363373,0.6378273284832336,-2.295065135195063,3.2867658189116837,1.3335998073919932,-0.5399739754490163,-38.038566684
2.914699166389236,2.1377630964669474,2.025858816477749,2.19643908617293,2.672500182307713,-1.758486146880164,2.0318847092327865,0.7211295237250566,-2.122157898129156,3.6949494607629436,1.5214930031221205,0.5237941550817383,-38.060467407
2.7418454980218954,2.057993791208718,2.0968545724192484,2.2557936123280573,2.856916748368823,-2.5132745104750573,2.226079294961008,0.8747159134031679,-2.4043271444146934,3.7312358748972247,2.0861045567854912,-0.10791498851984617,-38.039938764
2.835568030458574,2.2297881716641132,2.2619769773023877,2.2578899836153217,2.4895641423252113,-1.805714306588686,2.0833480296194073,0.5848013175431549,-2.4157397286465785,3.482626920671899,1.0133100738760967,0.09261765126511218,-38.049649652
2.7779974449006914,2.065211249535659,2.0513943845422387,2.1123057111174566,2.857867373928445,-1.6372116515224657,2.184831079154517,0.7972759308959206,-1.9509162069518846,3.7979378832317106,1.1482728723833693,0.32130413149512804,-38.058225893
2.8301344174275407,1.9744986921985852,1.6931276449872934,2.213781981620954,2.0767886669496947,-2.2873839120085115,2.207919238461891,0.3151086772784318,-1.522725790796981,3.821144561710817,1.9980575516383698,-0.212918743307105,-38.061169292
2.746542707995636,2.1410933413656235,2.2711313881105135,2.344515135907469,2.1458883292913575,-1.9128484624537188,1.9744097051965872,0.4794964808145333,-2.11180895248994,3.7690162508089777,2.0313609559217944,0.034591994777063394,-38.043614868
2.7213663354195914,2.0096426315500735,1.7310806351469241,2.340074942852049,2.687176169876958,-1.8553179301434768,2.211075751845466,0.8945588478514226,-2.3706498287558566,3.442824575321485,2.052692594841557,-0.3044918088060534,-38.043791453
2.835979359614713,1.922550054564359,2.085363856361958,2.0979631131907612,2.5748279393204463,-1.9773608099105895,2.043935920525385,0.5812840957531973,-2.084784748743747,4.0762760064510974,1.9793612132041414,-0.045993484811737394,-38.040854934
2.6776911578704907,2.1297555486519744,1.9216688947478289,2.225120268590872,2.4931670410430304,-1.6228800664642886,2.259777657462952,0.7817097597990262,-2.335944291009085,3.5261511799302085,1.705209337929495,-0.5002195546559985,-38.047334146
2.666506899728254,2.1951825716611824,1.866165289515293,1.999657180628078,2.499354977497437,-2.031426810248269,2.0041866097965197,0.7085854675271009,-2.3112581143182607,3.465100300607352,2.0073926434626066,-0.36211134754921714,-38.038902877
2.7861827238811347,1.9811475139423518,1.9655153650427661,2.046704213907905,2.384091145327644,-2.0762976378865816,1.900691524001565,0.5200864406612572,-1.980146054417619,4.173411726961958,1.6154799434721285,0.4002080578201651,-38.037349339
2.938736763761944,2.134383137748677,1.736422427456103,1.9321658433487432,2.237922235183655,-2.1493586153644366,1.9777079772782908,0.25332068991779805,-2.3381604972484316,3.7809763498299342,2.001219492760668,-0.24570603599802682,-38.052744594
2.602003239798269,2.0676673311208424,1.7602848053271802,1.9246153209164683,2.5474953793727697,-2.620726272481408,2.238124659957359,0.502104185947424,-2.5336102303149057,3.643364791627374,1.923302455021251,0.30984106868921096,-38.034961723
2.7385231952419935,2.084055905537375,1.9187841556388958,2.1859523675045116,2.2359909339125332,-2.5946009810917565,2.2090389266913615,0.3272909248813763,-2.584034549896529,3.9779627389551204,1.9380569177178963,0.2218656648865093,-38.043245207
2.6549488030926227,1.9791353779539194,1.9017343545160952,2.1853842262910073,2.5698970055754145,-2.297007771927568,2.051777741442246,0.5859876214271474,-2.6767069246322284,3.5943609534489838,1.6435079546005302,0.5387061409826746,-38.036906069
2.6464837715231275,2.0151933364152628,1.9908863349099455,2.2656713436336338,2.5884323930702577,-2.0725553661461693,2.2479928306939567,0.8036126713516836,-2.0401410601683407,3.4785527097204807,1.437525981855721,0.5618388778432261,-38.044389566
2.7662032122168196,1.9354132902007952,1.8760981222805548,2.286000110988058,2.317043999620401,-2.228587895563377,1.9962871096892068,0.4126326164300621,-1.693443610756659,3.7924425480812456,1.6855759441403249,0.4657315524829853,-38.046489718
2.913584889861992,2.184245903993699,2.1292957065893034,2.1753571351069536,2.3863423897344083,-2.0888648070619413,2.164110892194021,0.37784371061035454,-2.0478851724389937,3.725033863259493,2.066602209747401,-0.1109790629176001,-38.059263492
2.581955232291071,2.250304461128852,2.1255572240611653,2.124697816039772,2.43610885742458,-2.289546678719655,2.2173233915248636,0.44728670890106553,-2.4362291134734297,3.539815417845806,1.0544451086654856,-0.02312863710583988,-38.03687535
2.802281296432199,2.252751311654021,1.7377812814985136,2.0660301679410744,2.7675960813300606,-2.8954703407098905,2.172718479979941,0.8042106396493706,-2.443123869199452,3.755223798595892,1.6199611490040828,0.4505251149897423,-38.048692757
2.768456460967285,2.118041822987201,2.083534212597649,1.9183128837443708,2.230714030173905,-2.059896959171281,2.252985246013917,0.5893244190027178,-1.8738297197496603,3.613048967724499,2.070277517631514,0.1864491975191262,-38.045280702
2.7334058156996623,2.0911048099956915,1.6056009603770716,2.070810261131786,2.653372321241419,-2.5672910455698443,2.073205813843724,0.9304685476404445,-2.2555268608028562,3.65323613572124,1.1662735098110053,-0.3252137938213241,-38.05041942
2.83002853190808,2.1191900434783584,1.9809881803559826,2.0736652902072596,2.356591370560219,-2.18376500155696,2.156228443891251,0.2797976234752388,-1.6362896168867398,3.8743604848819704,2.0184751082008447,0.07059210160278206,-38.057906314
2.6793821891769434,2.208147987408743,1.7369970535651338,2.1749730656143487,2.567796028541343,-2.397512948299872,2.042376996587367,0.4199279426078716,-2.881155342337841,3.585138034259972,1.4157504447539286,-0.5170123561066134,-38.051369638
2.6935047006474178,2.134067531685529,2.2443569883267402,2.2221073774095417,2.9212015858285465,-2.0346775012496296,2.2325607029915178,0.8525062378125744,-2.0615864191601343,3.585617085489096,1.026130648309245,-0.16285966486451062,-38.044717948
2.7926256243455994,2.1247106028733214,2.164821455832912,2.265753265092177,2.59662876386438,-1.8485097359139457,1.9738844184720419,0.4515026721229176,-1.7322128891854565,3.8696654888416893,1.8276619318954201,0.36786140177312204,-38.053771022
2.7317848874224233,2.1026421670628115,2.094132649172601,2.0184115839560777,2.169857278953839,-2.298509618041143,2.109012962837377,0.42542092368684653,-1.9750531839000351,3.626780166775965,1.7805407835251197,-0.5061258985726931,-38.042766402
2.8252115206345803,2.080844579815469,2.131900534476426,1.9607702644081577,2.444373158148924,-2.0769030636926353,2.264985054260158,0.6822909194896554,-1.5672061327814668,4.140720016407341,1.7205480144058467,0.4214947670835526,-38.050265164
2.929904351072817,1.9140718951257079,2.005117472568309,2.0943916902661184,2.1742981645297625,-2.0925829176939845,2.164722213907355,0.550904389231396,-2.634058051828217,4.077687798010594,1.4525323124590812,-0.4070977788786719,-38.041401661
2.675183296589128,2.0041134989134424,2.1186793353458278,2.0561045056894427,2.7587442094887398,-1.8808457700657948,1.9909637965022782,0.7438133148636079,-2.1331708653599963,3.54709494584382,1.1626019358276427,-0.42780651191603236,-38.03777051
2.667422442786576,2.050333551240485,1.7112929928838603,1.9955474007283558,2.5001761018962108,-2.4459204650181166,2.263728601706787,0.43541526202254693,-2.75992104254823,3.4936132110494835,1.4023593223612183,-0.5189439318617614,-38.045649863
2.612537512541453,2.089529316489587,2.0057721263783677,1.899898200467395,2.4419349874119645,-1.9533941260963723,2.2168077761127476,0.677943501398598,-2.278807837523032,3.819766380485266,1.107449672147647,-0.05196596033083405,-38.036042232
2.6348801034825042,2.293653129597684,2.1296027658453873,2.080107280634017,2.544275014468774,-2.215717753757069,2.1123369677107995,0.8025971980429879,-1.7982002501318832,3.717771332473739,1.1251662666050737,0.05963094165764257,-38.045550195
2.6632083873131704,2.038937234223241,2.172090216769422,2.3172953077485103,2.263702956163009,-2.35460999242956,2.239401101991553,0.4651462777347155,-1.9350351188289927,3.9627238881533158,1.8815457011526264,-0.3191882413809363,-38.037802641
2.6279326047781977,2.170717420755834,1.7395915422790396,2.3284124506316872,2.3454453203590044,-2.485481325971379,1.9068043590221515,0.7621586879251179,-2.5169773980789865,3.3947962642580705,2.0681854385938405,0.37779512734041676,-38.026832843
2.6417944770797734,2.148467116099289,2.005808612655522,2.1057515618011498,2.6610092030687666,-2.1318439968143763,2.089775504803848,1.0632677377824256,-1.999843054060448,3.326365512822954,1.0900005606236494,-0.28272114105939805,-38.04632575
2.651546707075272,2.0735092536010957,2.145510403598076,2.2341396909928153,2.8150438579404087,-2.3936171901795977,2.1429123960650855,0.7395746220674618,-2.1056954873557276,3.5026678671785074,1.1690927120585177,-0.4022637200646928,-38.041122449
2.83141016778699,1.90137056075661,1.658723944109501,2.0316768139271906,2.4958278006452512,-1.9800031933196893,2.129237806224687,0.4308528157388146,-2.396866087648649,3.841936868289293,1.3947145615353802,-0.4772409076645669,-38.052724961
2.6481227216764975,2.1805628604750957,2.0107121659479703,2.028541480273834,2.874674343556509,-2.3693881305054103,1.9729816045096256,0.9502233754677197,-2.3141519554116585,3.5428677213561377,2.066839368104735,-0.0968933064392851,-38.033464791
2.683041857739667,2.248171178809638,1.8461894626703008,1.931024249652396,2.3525863001299476,-2.308500304401794,2.0908098354517803,0.22454461889697322,-2.296890705809709,3.87630093914824,1.4822107316845083,0.4288644608763278,-38.040463154
2.5566108141624264,2.2290144635781095,1.92289751509572,1.9393553662619238,2.3865624052510648,-2.005794307599145,2.0211350785025455,0.4628627901919849,-2.4171954840754246,3.4985186513166315,2.111857792632198,0.14987669554697577,-38.037267563
2.894574602944951,1.9829376947868176,2.0368849752811857,2.001092050480525,2.510417919636005,-1.8281679143852725,2.1698971338052013,0.7318365870420256,-1.8336932624065343,3.968707780714426,1.1234511886314418,-0.21127378212784959,-38.052943541
2.7852611997308445,2.114211089741113,1.8464480830213197,2.246473269242312,2.293832141289534,-1.9209314143814726,2.2279682484453436,0.6697106537043411,-2.3198029759509153,3.951738230715784,1.2268255043506069,-0.34969923621220955,-38.054761345
2.5931617022445823,2.200006928113029,2.1332636795426483,2.1863768001518626,2.5923816388723835,-2.218154636614118,2.0898335913612955,0.8997932526797449,-2.2744802041908594,4.098399096644302,1.2374974039292017,0.05845833032449386,-38.032938964
2.758360334469136,2.151944166194539,1.9502217083781446,2.0507216611582737,2.1425747974966978,-2.3888064357925365,2.1706116341633175,0.17814353445140357,-2.158717289802984,3.991738489961456,1.8900705871838424,-0.3236500669630089,-38.048725091
2.6372024508566216,1.8987918902622107,1.7026825012837121,2.0955269836492754,2.778149271448615,-2.635849759752916,2.0864952188610513,0.7045447875498145,-1.966891498088525,3.335081335141277,1.6317162557565519,-0.5760837595192451,-38.043495631
2.6652918961048884,2.2456486200529273,2.0582136719891198,1.9587055342459543,2.6990750209824785,-2.1148545914684447,2.205072518509071,1.0152534404891405,-2.1842120379436682,3.4176864249813357,1.4340863066091893,0.5330060812629577,-38.040659236
2.638149379640116,2.1427512814459564,2.0840647812169237,2.2609152233656338,2.788492980042341,-2.3371498670202033,2.1552892394293206,1.1373393952230124,-2.1508991004110634,3.592885525044533,2.0991023773246593,0.17563987598884084,-38.039481124
2.6640524574709405,2.164430489874743,1.8184290734423703,2.2057995795807925,2.42331622461112,-2.3222044849848236,2.349045689290655,0.4007503572144462,-2.554136264766023,3.7816607380189757,1.529262614407746,-0.4743517968102548,-38.049245838
2.7854097455300804,2.0882418887327594,1.7292069415460234,1.9832871843526305,2.308448819928619,-2.4665183612571417,1.957992840633003,0.22601780754127232,-2.291182961768649,3.90788647826494,1.9256111581663562,-0.3084617701570145,-38.046526356
2.7349069201404097,2.2543710428563597,2.1579719082871045,2.166976072171836,2.4451756395553272,-2.239922514408279,2.0215650349232788,0.6049148633283385,-2.313565006971823,3.390189175153321,2.001574232800946,-0.33658099357179894,-38.04052992
2.6210441179039248,2.3106688619864117,1.8011994665527538,2.0919054978812124,2.4301974968967923,-2.27708534399511,2.187311792825782,0.4834596947853821,-2.218937228626045,3.584025320902185,2.1123683763736603,-0.15696144967401027,-38.047302357
2.5725095421058226,2.2489870102355485,1.9300251318853265,2.14788195892492,2.403504124384939,-2.015936558521298,2.0929611567131485,0.6668069202326863,-2.046522214671617,3.624261949555538,2.047864758969406,-0.12087542798644414,-38.047213623
2.7257847177232706,2.02612698510242,1.977744164990884,2.17950208247263,2.1599092878353168,-2.2842277073729336,1.9995643832849368,0.2576575947798505,-2.3343558184925675,3.5878707406471797,2.066482377258964,0.06056107027950911,-38.045618614
2.808755880571366,2.337475308788531,1.943009961792415,2.1957958357995193,2.509846118926003,-2.5484544110915976,2.0010483773236025,0.5903112469461893,-2.336181555375526,3.7176405074046825,1.8369929601727681,0.4049531661498285,-38.045799279
2.7883860820739303,2.101004621278183,1.882133578608901,2.039380154890661,2.731562583878261,-2.312604731074895,1.9614413840841454,1.0788515719438725,-2.0345984994345505,3.5729656671840644,1.95309029239955,-0.3461971048262092,-38.044884566
2.6955045218073606,2.21167752763234,2.022088111118541,2.262889293490854,2.168331352471786,-2.1820363913783187,1.959505322897707,0.5804275902177767,-2.3311288302327795,3.499450237963578,2.0958449135183193,-0.09156088088284926,-38.040599819
2.646651138620378,2.1373983888664942,1.6657503140022956,2.0086109204155136,2.496611805198737,-2.7568702088603403,1.9963463742615675,0.7257612696646707,-2.0946918637824496,3.6711293111540355,1.3826864311924094,-0.41772116611714655,-38.038727029
2.8176034769595346,2.2087625393419326,1.9044861205722752,2.1562491328296707,2.3563386436624807,-2.207186750353315,2.340758759252549,0.36722070811706786,-2.2180880423280356,3.9546713973822487,1.6363627703155263,0.4414143444138088,-38.055284813
2.7540185633559404,2.118888942784353,2.2638709857343056,2.143461255807871,2.1193560927515938,-2.008017555649496,2.254324124923062,0.3716042187864308,-2.056655833771285,3.8346734387034718,2.0690717720774288,-0.11485677595844397,-38.048120403
2.8406109560944803,2.0682705868232345,1.5630939447473646,2.2330103142198814,2.6083060548968255,-1.9655816812767395,2.0431263661578485,0.6478234813582158,-2.410823241527712,3.5420153059768853,1.656846833140536,-0.5475160575300884,-38.059588291
2.8081213120823922,2.2743479662276163,1.9656816208785743,2.1614948915473615,2.2741205190768614,-2.1048875589353475,2.083644543670748,0.4566490027170429,-2.20376086605566,3.4646767465794293,2.041764018021438,-0.2489597082760591,-38.054895952
2.7219804490068316,1.9959223411294866,1.6382205295676446,2.3457776875136345,2.4803426723858792,-2.526105190478912,2.0606854133695647,0.6731869315968215,-2.2993163285159155,3.7030532327215973,1.5808884709902276,-0.5189664592094386,-38.045978443
2.7726907925142092,1.9663670509985194,1.9461862153281908,2.3720465731932845,2.6452003481673803,-1.944607972003035,2.1041942337323136,0.8989780870832881,-2.0557903317059987,3.4719645640253347,1.0329832252314015,-0.2357164570763168,-38.047199172
2.947707313656564,2.114158428062787,1.930026862000364,1.9713841824483433,2.5655787726920685,-2.2580937525005784,1.9700380636911587,0.8071320669318095,-1.7712791662823972,3.8925056716697553,2.008111550405424,-0.17421960400332817,-38.052095958
2.905201960766772,2.1693618043434038,1.7710902178326986,2.21409475286082,2.5224628641465587,-2.1570462969565387,1.9471914486689272,0.7137859146957427,-2.1214908002293296,4.137755787578076,1.3250317069052118,-0.33823119497780807,-38.052926422
2.6456613020471447,1.9163867452049905,1.809585113351065,2.0098815746158794,2.3929705247561666,-2.2737688322877463,1.9555970451035924,0.6686710458996205,-2.5403351130688314,3.980674722693385,1.5299371158210167,-0.40621837241449144,-38.025483314
2.7771215533306117,2.1741412004266607,1.8784964794122458,2.2944476144896044,2.2442542637812823,-2.1653451171596143,2.072227272988472,0.3169923592068664,-1.9082454164532778,3.63582433295559,1.2132293099653833,-0.3968767077999784,-38.054266455
2.7220799455419047,2.265447347755954,1.749173319115846,2.1460336249216065,2.416167048980815,-2.2824817615775346,2.2307021921064525,0.4303099994003104,-2.286562299622969,3.3957525535166613,2.079322602742438,0.242111527158535,-38.053852931
2.646866406616802,2.2613758166535094,2.0606583579148623,2.3242661808219083,2.516828639323602,-1.9582769196442154,2.071776298882143,0.5592466176823555,-2.7797952021061976,3.6614678207328004,1.182909870442534,-0.3727105942616628,-38.042139928
2.7681172566872263,2.1744351453145705,1.7694402943181495,2.021752371491167,2.1384338579476836,-2.352364809719141,2.1000668719409368,0.30515448736937917,-1.7370764674293415,3.8472735735350114,1.999886382622521,-0.15517378406221613,-38.054285727
2.7548889713858467,2.278555571234005,1.8574309672898501,2.2032960671097697,2.4775252087585957,-2.205030545575789,2.311389634447024,0.6493517090085102,-2.3701019846951845,4.085309606881282,1.5524367844196054,-0.38846017574135133,-38.048394197
2.718761079407655,2.201899930213395,1.959232975216731,2.117358546561339,2.423527718721507,-2.0291890169597155,2.3138544610167338,0.4704354905088282,-2.0844922211106343,4.196296435791109,1.5844015316651747,0.37463874522879564,-38.049564164
2.6501332663960353,2.288670346066925,1.8128539184176387,1.9790487967903656,2.484248910642878,-2.509823407686753,2.2234754914900368,0.6222366794454735,-2.3129517940191096,3.303712164399662,1.4242254560067638,-0.5777405450558961,-38.038210221
2.839402354959203,2.087722521713674,2.1007318617712234,2.0041128674150146,2.3634102548762965,-1.9061498442034273,2.174885470479698,0.5127116769172243,-2.443865655321379,3.537737511823218,1.0019482992457918,0.08713772389508244,-38.048225454
2.7180022408969062,1.987567961149852,1.8789414276700427,2.1683206650977924,2.6242715423182945,-2.297578760174411,1.9117527438232047,0.640881104469797,-2.457948804398854,3.343688338684069,1.7703422025900162,-0.5543858006396724,-38.034781308
2.66966409283071,2.019800945431896,2.0700601664713583,2.1562598492096487,2.7265319158984593,-2.078143091928705,2.0685070774715224,1.0300827271868733,-2.0132790160462397,3.4018466190915553,1.0180630123713086,0.047169063217988826,-38.045591239
2.806412034739113,1.9278873947536914,1.9441171461911089,1.9930558095614246,2.4555130250990715,-2.005287216672617,2.0177987929364183,0.7634593432933032,-2.14967301187776,3.772302231389805,2.0725912502718713,-0.06390319728456387,-38.039366674
2.74107647900043,2.023419719400096,1.9762560491759715,2.012160875146163,2.55583534203453,-2.4339229506563402,1.9491192628177483,0.7243348878171976,-2.32641208517475,3.3647279933988536,1.5419517579921265,0.5433058112456624,-38.032278881
2.7056115228098907,2.033839991337133,1.961386331186624,2.0531534448426614,2.5299617351484334,-1.767935468972067,2.057552187085575,0.8874308303279324,-2.289192941075562,3.6356831066228854,1.7894075770392184,-0.4569234644674481,-38.040619628
