f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,iqa
2.9500114083421347,2.0860057449329372,1.9692515683909015,2.127463595415776,0.5379070945620033,-2.090100072479682,2.1521824477279177,2.438048052340197,-2.2739503802095364,4.434461547624925,1.1596243443723173,0.3177710584249964,4.877661665009532,1.894193000344099,-0.355649103701486,7.519809985769725,1.7523446291192413,-0.3085646766729789,7.8432921883669176,1.5620365101019127,-0.0981660400382652,8.8185887376005,1.9960896300864117,-0.26247592737139186,8.474148621446611,1.6378461956056567,-0.5576208804590446,5.2838218928578105,2.1894304275723564,-0.6416069670330102,-38.14015198
2.871625162721117,2.1382994604778474,1.7467750213091333,1.9610509500870994,0.595419708878721,-2.2302203178410247,2.125592208984139,2.801451187096915,-2.3476036279394226,4.668067295711799,1.2200666526231712,0.2402502571399425,4.608474338789144,2.0308581509696126,-0.3570807882043333,7.1466376640561,1.8535672255887001,-0.2737634967884601,7.834182716130395,1.8409900243293815,0.017558925436615837,8.508813772221334,2.0263030023467135,-0.4582958096966439,7.91817051468712,1.6278307774091105,-0.38321557593670325,4.780040055459197,2.1402153372894928,-0.8271217673621606,-38.141493238
2.859813217609628,2.572744509391246,1.8068364349582577,2.37422057936308,0.3780775526469019,-2.1393060510126114,2.3668382786148334,2.279798660916063,-2.055126385657858,4.540176897068675,1.5151459345192784,0.4648138794301386,4.5660606617434665,1.5649350706730627,-0.5372235264038677,7.1517548349781945,1.6437525026518498,-0.3901853695680972,7.7060259146342185,1.6315272934756866,-0.07914382019419758,8.23779035568377,1.856525580736822,-0.5353568332921764,8.472413851651112,1.384686058616283,-0.48749993992286555,4.874444177576821,1.6801810460322575,-0.9661123984208375,-38.143555536
2.947762731934059,2.177248102393785,1.9527041526779803,2.157868030790235,0.5591008379650573,-1.918068400102226,2.015758375919105,2.598517045038701,-2.0265677186365556,4.708877571111007,1.231443193636268,0.26411143248395413,4.738698491439041,1.9574958891676209,-0.37726901061780804,7.304377368948196,1.810157464828668,-0.2845505282590374,7.683011620466916,1.7766590557840012,0.019286154325254448,8.341572322378902,2.009761919882119,-0.37444783374297247,7.877981628890008,1.6099600093820445,-0.4514221062457398,4.758241092256891,2.2069672175475956,-0.7734130161723347,-38.1422604
2.9494813917201004,2.212244209411944,1.7250736543525769,2.1117959821207446,0.37995362224977114,-1.7963008206792863,2.14441955297969,2.4679597926890837,-2.150890026814498,4.681242937321689,1.235506054291159,0.28706785659740885,4.597853975055921,1.9660189281435172,-0.4082920353622517,7.207425748767515,1.8338453664032501,-0.2969691418338245,7.8976390712252975,1.7882408065799595,-0.03426902222599539,8.376080779541743,2.0413363496232657,-0.3849752598162904,8.177691451954647,1.6443038259062424,-0.46381524284521425,4.674098328725103,2.14304855827918,-0.8535426366763688,-38.147362548
2.968431713014428,2.2236957081492372,1.5868017205242062,2.072192202530332,0.47060904751205923,-1.8186288879722325,2.087223956714105,2.5305959290827045,-2.3089189733051545,4.658531403575252,1.2684721243201673,0.347956810653314,4.695153959203905,1.9301968242113494,-0.3757604720635066,7.215631151179004,1.8448696386967611,-0.2580531494334175,7.747322056325915,1.8360340827343045,0.015571694252824888,8.562624596911323,2.012199421317238,-0.4025604886676256,7.971547137737335,1.6154461899063441,-0.30855913756193515,4.787448844243759,2.026837572907644,-0.811882726820171,-38.146227248
2.83965511144985,2.375297427065648,1.7673349591563285,2.503330072549011,0.5693869770725267,-2.180784276023443,2.3327441629199406,2.53789212420736,-2.215364904152562,4.149842997360329,1.0218183244736057,0.20227192415273204,4.830492695503852,2.0641748178134365,0.023086462356082162,7.419075703520734,1.921638056619331,0.06972878149926072,7.494150330022343,1.6455217988270874,0.18924452997214475,8.668189825837201,2.0797239356682677,0.2620845852924726,8.560876569544734,1.9491763053670725,-0.21144477137413425,5.181183206882484,2.28461770302189,-0.42939408725790945,-38.132644737
2.8317408215796367,2.321548726330047,1.7252947033183366,2.318284537077072,0.5518436783568761,-2.33183598118826,2.393640737319373,2.4633480942534898,-2.396030823023768,4.467617435650193,1.4923158415321722,0.48029147367492947,4.483456042170728,1.731861036945729,-0.5417355213023813,7.043697066925743,1.8402615767416999,-0.3562968091060824,7.250792605387303,1.9001632134431308,-0.042466871432075316,8.076487706032317,2.0218037101970796,-0.5039351972036413,8.50350255272141,1.6245223535384994,-0.35085302887351977,4.649942337975442,1.845736673383405,-0.9743173041291583,-38.148943834
2.9222217752715554,2.35489616266703,1.86740538154216,2.145879862258654,0.604783696752961,-2.1953124173173246,2.1654741552549384,2.5846529184767277,-2.2224717476097684,4.647737539789654,1.336041833200205,0.3843288642767372,4.573765762854809,1.8301899539215283,-0.5084852974881195,7.147359237262562,1.6911304266255938,-0.3793910073779775,8.14069620534435,1.8699920915605017,-0.12513410567664981,8.495885890015455,1.7673428599479515,-0.5877694189415218,7.849079317933425,1.393727502580498,-0.31001340960265916,4.849295916192735,1.9049697156417407,-0.9297725600542902,-38.147585129
2.871433717081468,2.2827222075601497,1.8504021129244603,2.2696653341368567,0.557997062536964,-2.211664801139539,2.1991039963743773,2.5622383396521347,-2.200560794551491,4.647624492826075,1.382768845502183,0.3971282464801514,4.603165639524302,1.7921952007927628,-0.5098752188830991,7.355476796891847,1.7637231310534798,-0.3806985787282475,8.178104518223279,1.818501852390154,-0.12425109320958494,8.268430265625083,1.9117319826659196,-0.5714191565437859,8.36658784087032,1.515083664471798,-0.35677322576761067,4.990498895949651,1.857089192171034,-0.9015855396412581,-38.150893961
